target,theta,thetad,tau,dm,da,db
-1.422138133672099514e-01,1.778888192117572542e-02,1.533655182984947851e+00,2.603268275036219936e+00,1.286068888795322662e+00,1.176667419496595146e+00,1.478710105064226843e+00
1.535248161542609457e-01,-7.937156520904263823e-01,7.314650221973620914e-01,1.122397098361823886e+01,1.353066814558995690e+00,1.092780804299270381e+00,1.258489325707528250e+00
-2.824283506793008325e-01,-5.185391204546377919e-01,3.218741120825515112e-01,7.039450254143204688e+00,1.607182528155108869e+00,1.068089304820883045e+00,1.290306739152380144e+00
-2.116272290907156017e-01,-2.952444790176366740e-01,-4.599373306108207604e-01,2.560352470657345592e+01,1.297260090900125062e+00,1.516045446475448921e+00,1.349964788566757390e+00
4.900177859114238088e-01,-2.071788738155055098e-01,-4.330163487707272552e-01,2.796259659686294530e+00,1.155286456043839616e+00,1.629987604077703267e+00,1.827567893757947814e+00
6.298637095455337231e-01,2.063053957930381307e-02,8.100215269536863438e-01,-2.080328221407366485e+01,1.403083854186116364e+00,1.459340535163814012e+00,1.243134745229016458e+00
-5.661275252998937413e-01,-3.030357142808127735e-01,-4.696241357783064729e-01,2.256820765546329355e+01,1.024079959916896820e+00,1.515949848796816157e+00,9.829721709845129496e-01
2.972062506038081198e-01,-1.057569047602457291e+00,-4.403572639915081521e-01,1.183584450463936832e+01,1.376856094004465625e+00,7.835487081310811286e-01,1.086750495444554820e+00
-2.126615261561874137e-01,-8.109761046133488749e-02,1.600201413173278076e-01,-9.177318115833578815e+00,1.330199914676448936e+00,1.584666841796877890e+00,1.740820314909595767e+00
8.682792973411546100e-01,1.318937539476512155e+00,4.161527263737029858e-01,1.775897472567060120e+01,1.058303484238823033e+00,7.780948713567111819e-01,1.612977285331775645e+00
4.686303894633082195e-02,9.203926579018563148e-01,-5.181348174494472270e-01,3.306894821717352073e+01,1.100899105863759830e+00,1.675392799784712006e+00,1.568594677219044220e+00
8.876179147455387497e-02,3.447745907406269406e-01,-1.174123894554946618e-01,1.758379892962135571e+01,1.111370402146376168e+00,9.790159203302014612e-01,1.044682062873882655e+00
1.295123559593600593e-01,1.158692534891771347e-01,2.829709210856604096e-01,1.762183137174954695e+01,1.497030470230695798e+00,1.539372328576789073e+00,1.529982573502551402e+00
9.860716161708124039e-01,9.583451298209224589e-01,-4.348585796282167237e-03,5.911699794201463298e+00,1.260987199639051370e+00,1.138287299694266563e+00,1.229548623128161156e+00
-1.662289095826497420e-01,2.569862463864624469e-01,1.314588826254635023e+00,-7.520524127046956941e+00,1.320570431155390745e+00,1.471671940886965180e+00,8.745907747328435233e-01
-1.341279455706984036e-01,4.860351888709191770e-01,-2.877923519496846105e-01,4.713469806451255018e+00,1.528548772998946426e+00,1.399208743219243933e+00,1.362770416035205656e+00
7.319486796938223794e-02,-6.864419301480303437e-01,-3.889771322728723946e-01,1.717026453020832477e+01,2.001546515831028827e+00,1.256152537443318451e+00,1.057933823363587100e+00
-1.522239506463356207e-01,-7.479425798795626967e-01,3.055214734300502055e-01,2.751044112287104326e-01,1.599697284200389369e+00,1.420601179630840649e+00,1.363753860078701363e+00
7.181578257605502058e-01,-1.574802457818623436e-01,1.975535319226937869e-01,1.758711377181360547e+01,1.009611217218847612e+00,1.051958128297180606e+00,1.750816163151249327e+00
3.526447205829029152e-01,2.977033867171063330e-01,6.616982559875651537e-01,1.053660173007724232e+01,1.348541761677660711e+00,1.862773958458528334e+00,1.053864510794827014e+00
4.122696204569590295e-01,1.524725381061426965e+00,4.544491584937452866e-01,-7.473205931599188112e+00,1.072267838640123871e+00,5.188901065265066892e-01,1.621481493046102784e+00
-2.214320585271306874e-01,1.728683157921354352e-01,-8.303889428516424143e-02,5.321211041538398412e+00,1.305258639561044376e+00,1.006160958972688757e+00,1.303136544511945605e+00
5.926446444136775904e-01,-4.396003822731282540e-01,-1.242880272815881232e-01,1.475988019273634677e+01,8.780604700620421310e-01,1.225810172529991471e+00,1.587673520258693571e+00
2.902513561081260240e-01,1.381068824381832538e-01,-1.562984106425273634e-01,8.215287724162627647e-01,1.542230553246593416e+00,9.877229953192397938e-01,1.619686998819945600e+00
2.684914166590390144e-02,1.680225684758115123e-01,1.570875450296410347e-01,-8.663736647263577950e+00,1.981381603367714073e+00,1.371677727208417963e+00,1.331853979568194957e+00
3.088657206401800859e-01,-4.294217222430303238e-01,9.774712802383883625e-01,-1.156662742614670414e+01,1.474094450313533811e+00,1.082174595815482698e+00,6.001075841201903849e-01
7.698007479794882757e-02,1.890220363281739854e-02,9.848568983268375376e-01,-1.095805261239423167e+01,1.265261259062206323e+00,1.283757738739931265e+00,1.709938924703444663e+00
3.047515403406510504e-01,7.413284965251515368e-01,3.977846928240822422e-01,-7.687439360596800775e+00,1.728564099634185114e+00,1.746023342718314053e+00,9.956410185751948250e-01
7.957475373550041420e-01,-3.585110594736238276e-01,3.873986384221907997e-01,6.387599510910078493e+00,1.096461887554427417e+00,1.338317236137131161e+00,1.240957939223363171e+00
3.812866382361997930e-01,-1.075057110354904033e+00,-4.889342028819753661e-01,-1.377223410297227169e+01,1.221684156266435339e+00,1.283546173857043060e+00,1.072674865061168159e+00
6.944994658582387403e-02,9.009259893311449829e-01,1.780804179627899775e-01,-1.038157399582140350e+01,1.197090694458817994e+00,1.527170025712057511e+00,1.443049552334122465e+00
-1.324400620356517844e-01,-1.117145296806922650e+00,7.286111757104271058e-01,2.205170839116057024e+01,1.648216780119012626e+00,1.457885509340930641e+00,9.871851743862077866e-01
-1.073262866830656387e-01,6.051009070315129801e-01,1.068489203929799514e+00,-1.057578392892039965e+01,1.301799773417590123e+00,1.169750371115195309e+00,5.921382785162928597e-01
-1.210238154411432815e-01,-4.376304817590699892e-01,1.451844030234515082e-01,9.237453160880074066e+00,1.104019496318998650e+00,1.246399296384995470e+00,1.308789434154529419e+00
-1.783335400803275628e-01,2.504668675952184120e-01,1.832924986235226761e-01,-1.640182628397007347e+00,1.365529355363779951e+00,5.439439365392680914e-01,1.133470134844641430e+00
-1.492116188219782535e-01,1.040869042815441903e+00,-1.449853582978788413e-02,-3.807297983638467276e+00,1.381974264572398026e+00,7.637438877571297580e-01,1.676699931757536177e+00
3.478145106981076484e-01,-1.122446512967652410e+00,-2.632706043310695243e-02,3.887118887265096578e+00,1.658491748899853180e+00,1.269639807476030002e+00,1.339067353639937563e+00
1.665413541219115390e-01,1.776503034683771576e+00,-4.397188617323088966e-01,-1.778896066836068002e+01,1.849566466108650609e+00,9.811673626788408598e-01,1.283596016285477814e+00
-7.685656787173614779e-01,1.949370492682583611e-01,3.117352846845424241e-01,-8.909154424437248920e+00,1.440841450371773247e+00,1.221472897385943224e+00,1.372768671933734197e+00
-1.100691369884540194e+00,-1.102927617179495723e+00,1.827472435374917839e-02,1.222510778809812138e+01,6.280437936694912571e-01,1.522013098318536706e+00,1.441977921798352602e+00
3.467889010219054047e-01,9.506541576528225457e-02,2.628045452383553915e-02,-6.946479027773271753e+00,1.074817518400853489e+00,1.436812408241752825e+00,1.874234964330438791e+00
4.595397421018281858e-01,8.133243180154113849e-01,-1.084649746474815046e-01,1.351605436654812742e+01,1.727824765120892891e+00,1.813316030685228286e+00,8.801039928102091237e-01
7.281104863197186416e-01,2.825901372680661439e-01,-4.972370941273814293e-01,2.020772083875939984e+01,1.599944428959384934e+00,1.085616207263663702e+00,1.673249171378730304e+00
-3.141207414361937844e-01,5.542077410368736468e-01,8.308589142297697627e-01,4.296336127445830044e+01,1.433576473920471939e+00,1.211990335940706709e+00,1.662861441406358720e+00
1.666790158786498515e-03,1.196679706492571382e+00,3.692062970006366740e-01,1.622217159477061799e+00,1.541904816063367489e+00,1.099171992169417189e+00,9.659943301028768303e-01
-2.801492231066356475e-01,6.685967888184717323e-01,1.092898827613685953e+00,-2.463544260224054483e+01,1.131493577679741902e+00,1.667709743719442583e+00,8.458900869928279720e-01
-9.529129648733871694e-01,-2.342184983638490314e-01,1.972501563874808420e-02,-2.478533802118337803e+01,1.591697237885387750e+00,1.548530831824351806e+00,1.694683340485559242e+00
1.041651497684020766e+00,-1.144530777667678523e+00,-1.609158688403821147e+00,1.865397749290139018e+01,9.721952842525793947e-01,1.618502907170753735e+00,9.375932044895275430e-01
1.862162570055304889e-01,3.911241397945567910e-01,-2.371328318518356182e-01,-5.734992122273676607e+00,1.687515806650708994e+00,5.974523203834949392e-01,1.211534126971402614e+00
6.166956991554266576e-01,-8.598827646438985672e-01,-8.299750495990757537e-01,-9.417999209379901870e+00,1.478866690775795911e+00,1.095842982500612628e+00,1.649138261241411163e+00
8.644494028671534380e-01,-1.157372566063970681e-01,-5.703095010305119228e-01,2.338493849397400837e+01,1.199969411721378831e+00,1.557144631651268485e+00,1.035328036287058051e+00
-1.007589306830836973e-01,6.509519042908894493e-01,7.659385007302330628e-01,-6.483363430288826557e+00,8.119747898682841969e-01,1.132498659360656523e+00,1.166491305979344473e+00
1.641751810520018090e-02,4.855030335013526543e-01,-7.402389981692664156e-01,1.912458610463709263e+01,1.698447549739281692e+00,1.114226231054536109e+00,1.281073285310633247e+00
4.438552722990596888e-01,-1.057937468884938115e+00,8.952344961359853803e-01,6.729957039421033294e+00,1.451169439001115391e+00,1.771623989591551096e+00,1.387811431961908815e+00
1.110720307308166177e+00,1.285345428752025509e-01,7.400992871618091717e-01,7.130828945292653209e+00,1.231825334074098111e+00,1.483316155912080214e+00,1.549835931076392948e+00
-2.155016645538264664e-01,1.460198003690582336e-01,-7.642489103658250960e-01,-2.406674632283229975e-01,1.036804421376694263e+00,1.481649510949915038e+00,1.012578446329905235e+00
-7.075028650552808163e-01,-3.728451988222676317e-01,1.154763669717090879e+00,1.330330566712789597e+01,1.168839121390167213e+00,1.800064585954207041e+00,1.692067386431427067e+00
1.293734391049315424e-01,-1.344825189930502207e-01,-8.771918204007436159e-01,1.362442395088562286e+01,1.122671390588690477e+00,1.022337882126058028e+00,1.348037901163403163e+00
7.468418784055882442e-01,2.448868420330853890e-01,-6.456259083382274166e-01,1.263865731649110025e+01,1.886573161319330838e+00,1.635772763387430606e+00,1.318439573932068898e+00
-2.199288997324395922e-01,1.457940935184156572e-01,9.359105611816337378e-01,7.137548110740003615e+00,1.156550467524659842e+00,9.233241845306340290e-01,1.530738091835829762e+00
-5.376875923377706368e-01,6.125295367406417141e-02,6.282077394549646643e-01,-9.775878150270408407e-01,9.614468589682055866e-01,1.418632714264590255e+00,1.637833919803608040e+00
-1.406768933603719240e-01,-2.617573639224990423e-01,-2.371592091408303016e-01,-1.508204136768792658e+01,1.602619481769801846e+00,1.189243224946970878e+00,8.889453971598838544e-01
-1.036988798007616008e+00,-8.843418104503095734e-01,9.656654824077018917e-01,-1.481426213738661168e+01,1.224092347277630166e+00,1.544341818692735790e+00,1.387787077470286734e+00
1.329329456209311089e-01,1.319741994448400346e+00,4.666790921499464062e-01,3.244882087323424713e+01,1.236969041453024776e+00,8.832870934668027862e-01,9.982800931428097435e-01
9.818932977663555883e-01,1.459426348800242634e-01,2.103883929021095056e-01,3.810180495879701112e+01,1.219412121478714139e+00,1.388730103912542146e+00,1.412200467009525395e+00
4.621797588140194035e-01,3.665673096729052394e-01,5.252845662801957083e-01,1.859647932626298328e+01,1.388326446217995391e+00,8.310974846772554159e-01,1.152466340816755030e+00
-5.101831006661835533e-01,-7.832065246421250349e-01,-2.147492615000487215e-01,3.210033275109073969e+01,1.055605828946030167e+00,1.202911787692049872e+00,1.484469956391642365e+00
-3.851059342274272268e-01,1.142146851223581283e+00,-3.137870502640447423e-01,-1.149321426441487404e+01,1.204516413625620119e+00,1.364648877991456066e+00,1.241537234033715409e+00
-4.986820336236786888e-01,-3.830651537829181663e-01,6.725857122272160815e-01,2.089054178039051735e+01,8.555766233510267993e-01,1.044856268049563219e+00,1.304591565535813791e+00
2.057252838189511102e-01,-6.237163587928794550e-01,-4.021109737618946967e-01,-2.241036399419896463e-01,1.147069442825731533e+00,1.506526559079014893e+00,1.334392398981490979e+00
8.976980223819968074e-01,1.462489271265337898e+00,6.203578478752557190e-01,1.242674324001826847e+01,1.734361176623370859e+00,1.002814126814989937e+00,7.410311604733025304e-01
1.343253517675528474e+00,-4.141227516861000768e-01,-3.512052533352543193e-01,1.483297925391284799e+01,1.384599855642693944e+00,1.538649094665460737e+00,9.572169188485556424e-01
-5.058846696279961641e-01,1.939662007593485338e-01,2.581399269561213683e-01,1.033483911852064629e+01,1.541487490605228272e+00,1.935535509639497276e+00,1.104411120988234574e+00
-5.555812861570535999e-01,2.908923858321126321e-01,1.021150257295422747e+00,1.115658643490438884e+01,1.435238550763356047e+00,1.520898346371745591e+00,1.582386274719335129e+00
7.741374069597575791e-02,-7.814584535159267986e-01,7.530127275271490672e-02,-2.925393695267194971e+01,6.823963631410943087e-01,1.199488142386404332e+00,1.173943520577842126e+00
3.346697795541905274e-01,3.722151201441999402e-01,6.608926966620224386e-01,-1.231796529416055108e+01,1.390102151708576983e+00,1.358024090485967506e+00,1.549004002797110147e+00
1.530937981914988477e-01,1.429720645936869705e-01,-5.651337854488908130e-01,-2.003927009106725876e+01,1.271485280162738984e+00,1.181631930641644956e+00,1.791833288838356131e+00
-3.109034250054598658e-02,6.045156940109451815e-01,3.736290611296379516e-01,2.096860655428417886e+01,1.210800228458442263e+00,1.242988812555415601e+00,1.057106768987007062e+00
7.132858614891828264e-01,-4.226601660809629207e-02,-9.127554322046203816e-02,-1.797073492564106800e+01,8.936323459252436541e-01,1.457664166138599171e+00,1.907272670371694012e+00
3.812287644184253477e-01,-6.438140122050470815e-01,6.207439344185933239e-01,-1.227499175209086069e+01,1.675852853845032797e+00,1.758336200321274134e+00,1.338983097365701758e+00
6.620873466456965728e-01,6.448977217745137658e-01,6.327356609834098311e-01,-2.669753610666461441e+00,1.041993376970212104e+00,1.446989198647348873e+00,8.926157286636398069e-01
-3.006442026388431166e-02,6.920446666207031861e-01,7.924811438029700783e-01,2.085351719033143070e+01,8.163222963713790969e-01,1.105669680217953976e+00,1.511980089416503636e+00
-1.235269469695646494e-01,8.720520773487830946e-01,1.975920990887688241e-03,4.983445921393101941e+00,1.023532222372199429e+00,1.528887323882432758e+00,1.512663853605144659e+00
9.595680271126539873e-01,3.033180682084299362e-01,2.905889789811443857e-01,-1.798244783953485282e+01,1.336022282654777849e+00,1.168432133128228356e+00,5.319252168061209263e-01
2.702135664508660828e-01,4.462804909425237554e-01,-3.306299813946245170e-02,-2.070252960496289418e+01,1.351076345091320574e+00,1.421693211659866618e+00,1.618430425975134312e+00
-8.389890714882535239e-01,-9.610902134194440061e-01,7.319414017754070079e-01,-2.581648545290897445e+01,1.276614055779729862e+00,1.942867382848889157e+00,1.313655699136287769e+00
3.943356768319049577e-01,1.044152388990855634e-01,1.280660059811447316e-01,-7.554897933923384379e+00,1.163436269576037629e+00,1.631069863403825870e+00,1.119153405218573871e+00
8.492582598163500585e-01,4.503027408533344933e-01,-4.160274682912000199e-01,1.321099189639161153e+01,1.363890496911316363e+00,1.017680569048150518e+00,9.074581744950641626e-01
-4.049276274925293906e-02,1.346420063151125002e-01,-2.340522186732498511e-01,-3.436068218719043443e+01,1.655200498748038429e+00,1.267873330321631853e+00,1.427216507286628078e+00
4.003795478798738983e-01,-4.825310746086359237e-01,2.166881515587034679e-01,-1.081089401896224267e+01,1.312483433243885722e+00,1.119009206659075994e+00,8.385685314501579724e-01
1.091086486460922933e-01,7.407221864739048367e-02,-7.708889139941366153e-01,-1.039447280316825584e+01,1.862051128382619103e+00,1.262994088021211381e+00,1.887127140814622850e+00
-7.223746299053892400e-03,4.348275927339695923e-01,5.925585693810445781e-02,6.515562104022142087e+00,1.875770901825595693e+00,1.245816855691785019e+00,1.442826256371396942e+00
5.907201372244214044e-01,5.669247486971564637e-02,-1.392148374725086790e-01,1.942402090827309635e+01,1.479199326401190229e+00,1.289984360639852223e+00,1.391179592345635596e+00
-1.720900412911505750e-01,-4.696044137554151177e-01,3.188857093321553204e-01,-1.134470227343756576e+00,1.241089017081678181e+00,1.504575889605284544e+00,1.200738100989926949e+00
9.680019884601023805e-02,1.482963171536093305e-01,8.982645019055218727e-02,3.512263716960057014e+00,1.365606226796288292e+00,1.488818580376134904e+00,1.748710160016172965e+00
3.277863525953088331e-02,1.426047447698381099e+00,4.066102654053660448e-01,1.473291955210876125e+01,1.602650025007852364e+00,1.107306980788922424e+00,1.954716040948807576e+00
5.862568031633208498e-01,-5.091735988171765953e-02,-1.417977406329061496e-01,3.802268525232383123e+00,1.222041809311272376e+00,1.058153748453232179e+00,1.168685169738403751e+00
3.322951595741412412e-01,3.706030994244415844e-01,-6.257416253355678748e-01,-3.916670863132517777e+00,1.808363435718230550e+00,1.858941828474166114e+00,1.473029936950277063e+00
3.504240635454350938e-01,4.668707963463992194e-01,9.286725669881942258e-01,-8.848972249060741646e+00,1.221738787946188287e+00,1.108660744139452037e+00,1.372425262633506726e+00
-1.532463305434839107e-01,8.578639247014860914e-01,6.389524359090340555e-01,-8.291636508469451883e+00,1.084153964158026673e+00,1.518806682530031038e+00,1.398978834200897525e+00
5.426286041059670273e-01,4.240902698267048909e-01,-3.804471487837206012e-01,2.528987362956074847e+01,1.991914945890135291e+00,1.437576534245409432e+00,1.240228379388139457e+00
8.562377417212334585e-01,2.905251614071779898e-02,1.705558916865657082e-01,2.804098138069509716e+01,1.572350290308449194e+00,1.338545061924151902e+00,1.525101381858364080e+00
-1.622044007027897972e-01,-3.228778177432177765e-01,6.304682856919100464e-01,9.070740373058802319e+00,1.006706051471575769e+00,1.323577536985217407e+00,1.525962746244168278e+00
-7.054652908069510842e-01,2.633003840374243398e-01,-7.112374075630967241e-02,-8.477204123390860602e+00,1.206189311250759122e+00,1.327225680515549344e+00,1.044240095305884131e+00
9.129424661493363846e-01,1.734216323286582317e-01,5.781345453211818031e-01,1.062290105058743883e+01,9.221418420908853442e-01,1.012449084434292823e+00,1.268177341923556023e+00
5.308771315839662108e-01,2.518815586136726181e-01,3.303010100572998375e-01,-1.444726220560651697e+00,1.204209713162756934e+00,8.337994912853513574e-01,1.353051610073849220e+00
3.858121407768830280e-01,1.059512863841155950e+00,3.263369164391338728e-01,-1.598127431586999592e+01,1.052952284621532897e+00,8.166606162108150935e-01,1.843315562879082270e+00
6.946676320128398752e-01,3.104120895306392014e-01,1.144875065728630757e-02,-7.378941055328501086e+00,1.119721799187923805e+00,1.236587016893462732e+00,5.296504409851879869e-01
6.720610191110727438e-01,1.283420556060779649e+00,-7.662570680557926339e-01,1.428975392881073248e+01,1.104020174302635882e+00,1.586390529129829252e+00,1.404744261849304010e+00
-8.532912655828713000e-02,9.058688595964733414e-01,-3.073411847564428978e-01,1.824125215684619716e+00,1.244569880577453214e+00,1.500851278666309518e+00,8.645037565570552474e-01
1.823653756112206953e-02,-1.021737403183816895e+00,8.723557723758673665e-01,-2.780933109325253483e+01,1.437519783345372337e+00,1.161869825488628605e+00,1.472645522559506759e+00
-4.941274064745114214e-01,-1.104957247606416226e+00,4.078160640766650968e-01,-3.934806711727857564e+00,1.964590586429537211e+00,1.126801158717708473e+00,1.136833848950757897e+00
-1.459839560679749848e-01,5.933638272270610470e-01,-1.414286029098456021e-01,4.428409838367476148e+00,1.270399718014489476e+00,1.665139879999076866e+00,1.675436598971030477e+00
1.992653878611863882e-01,-1.972096594151758475e-01,9.503726972836006037e-02,2.396250814610537960e-01,1.018901857183733606e+00,1.186194117289711913e+00,1.364132817489559280e+00
-2.724349395514715222e-01,4.465189469364553854e-01,1.248793343008770096e+00,-2.263281394019384152e+01,1.444747194804387291e+00,1.423660436293875398e+00,1.195042579065782373e+00
-4.010997600581001077e-01,1.137973388805862268e-01,-2.859300131982079329e-01,2.578056510370342025e+01,1.319880792559291693e+00,1.239105157664747825e+00,1.423173434710968577e+00
-7.357840590519467705e-01,6.088107222108621874e-01,4.750821145098053644e-01,-4.144971070167080995e+00,1.393103762667120327e+00,1.055182077114326766e+00,1.471323709547358360e+00
3.771284268139348805e-01,-6.997964793827105012e-01,-8.293611467736491383e-01,-2.171041678832109412e+01,1.449544872777140725e+00,1.224438090940546786e+00,8.794020864258861314e-01
5.754225343571468532e-01,1.056564839707952314e-01,7.983222536989001972e-01,-3.129027079024262914e+00,1.507774049889217372e+00,1.127697159287243123e+00,1.480943028072197798e+00
1.363585577389715420e-01,9.286759469615786244e-01,-6.282539813689665964e-01,3.681116385009898906e+00,1.274910707295890955e+00,1.402519744291113923e+00,1.288123057057170229e+00
1.082778829545849308e-01,1.257555921386109388e+00,2.500158026819174761e-01,4.053356331469949225e+00,1.306117231938637380e+00,1.439223683189431391e+00,1.343930563680291845e+00
-9.348209417527542087e-01,-1.112306323324146334e-01,7.432181748528133847e-01,-4.117467760888750661e+00,1.088322547850775424e+00,1.520465872690808462e+00,1.109062170850284135e+00
5.249744189893451596e-01,2.294304542535674507e-02,-1.565938798353982975e-01,2.550633840807526198e+01,1.044180029101446028e+00,1.138659035996433477e+00,9.604728858441410333e-01
5.806401804562080216e-01,-1.410625784283197348e-01,2.794937242257978238e-01,7.091248538519073996e+00,1.296560050872734626e+00,1.276787844570542507e+00,1.010527481820821416e+00
2.092238304134796667e-01,8.629574369605265138e-01,3.130572037390755985e-02,-3.323225909721795546e+01,1.377821686929179945e+00,1.355066509669460295e+00,1.643359333196707572e+00
1.643273144711779599e-01,1.136017056508852763e+00,-1.017705314078907408e+00,-1.797492584729720022e+01,1.773617850606507007e+00,1.392223957272452850e+00,7.238549907266539352e-01
4.979572723845646087e-01,-3.317918235869535826e-01,2.922681812340043872e-01,1.241237912214085348e+01,1.706765864401301291e+00,2.385011872817578205e+00,6.465874379862218690e-01
4.553697143832701189e-01,4.387491347715770651e-01,-1.470830581354313660e+00,-1.828615360110289600e+01,1.498508352356809903e+00,1.065342747080852970e+00,1.320801292672703964e+00
5.255716113089913266e-01,5.772346058795737589e-01,-3.814436052366623753e-01,6.176014920659027574e+00,1.476253398868665911e+00,1.238558702160037939e+00,9.286424232889629593e-01
2.098071570274800124e-01,-3.431151561372875469e-01,-1.939277750642796061e-01,6.007724096323283192e+00,8.572662854459801585e-01,9.059613416488893067e-01,9.124292362725872074e-01
3.117350365753768227e-01,-5.029605127897466277e-01,1.307539638664576120e+00,-6.312901449912160956e+00,1.676743800320000588e+00,1.326635394290182957e+00,1.725182193946014131e+00
3.081844302900603183e-01,5.730596744551689214e-01,-3.825069734582225434e-01,-2.946857859262503321e-01,1.849131187767540263e+00,1.273992972755058295e+00,1.354989807835488946e+00
5.579280501104247891e-01,2.961850104586685739e-01,-5.415159709461938586e-01,-7.921038956502786554e+00,1.256810215506459327e+00,1.531381869150967745e+00,1.120340284867040292e+00
-8.756465277377599443e-02,2.052073373739415618e-01,2.292341810694076554e-01,1.610556539347204108e+01,1.235393182625786457e+00,1.202942935514925482e+00,1.132256857670538075e+00
1.099991081070834875e+00,-1.328984137608477445e+00,2.876458402852756849e-02,2.408474316016964778e+01,1.368042661171964047e+00,1.058223595138245265e+00,1.228266034105450322e+00
1.149936621803014473e-02,8.549415119663335005e-01,8.088360332171394551e-02,7.898367052847393488e+00,1.053550974770368187e+00,1.518206717095956115e+00,1.319395258853902630e+00
6.728636169761527119e-01,-4.238924909203978242e-01,5.529074918921467185e-01,-2.406016461198707290e+01,1.552230083958735962e+00,1.066591624007442451e+00,1.504064594841072022e+00
2.669919882138214740e-01,1.531675461985673725e-01,9.723169287101085523e-01,1.267052600390924333e+01,1.285247989674014990e+00,2.040477453804640628e+00,1.098664875106124095e+00
8.492247288863886967e-02,6.811274337055580608e-01,6.296115474524741629e-01,4.755294228362076048e+00,8.504281572912185672e-01,1.420232474980424486e+00,1.367314705453050339e+00
5.285015649536499716e-01,4.370938832278806196e-01,-9.083705449443901792e-02,-7.880012894918929867e+00,1.271098626408502241e+00,9.354199182640865473e-01,1.092736742459601063e+00
1.125501514451256596e-01,9.862932166050427663e-01,2.877865839239633350e-01,-2.670319830400296723e+01,1.567355915132865318e+00,1.123287265733005080e+00,1.742583098944560982e+00
-1.276779518458639462e-01,1.008799689423001356e+00,4.003642977568293015e-01,2.641046787500708959e+01,7.416702632014174901e-01,1.840269613377979452e+00,1.745791880521629702e+00
9.560361089011858160e-02,2.961098868276516582e-01,1.333215245078099409e+00,9.745272817436793744e+00,1.228295317878627113e+00,1.674684277056718740e+00,1.061956350116620484e+00
-1.299296292231260919e-01,5.593006800148044855e-01,4.243099476300378203e-01,-8.565088661891303801e+00,1.226919410030399060e+00,8.454075293003949776e-01,1.047335468255056634e+00
2.797669915573935961e-01,5.639691229412235884e-01,-2.619974687587874884e-01,7.988376350981109653e+00,1.083616731793848542e+00,1.220303667487985910e+00,1.580271875085036859e+00
-1.247427478641148502e-01,4.103061095622335119e-01,4.844161329655496395e-01,-8.675148942485153114e+00,1.559039262578319152e+00,1.367768297024063218e+00,9.574156906446150694e-01
2.835215397787362868e-01,8.116436825387736143e-01,3.047110452916596546e-01,-7.868710012449066760e+00,1.348256460064304108e+00,9.785122059203281708e-01,1.214250535378778473e+00
-6.111784651019268599e-01,4.379235145950619024e-01,5.306668603170239251e-01,2.839590497566647898e+01,1.237474620019239024e+00,9.834210075144479424e-01,1.514550983700490905e+00
4.858964737893379238e-01,2.701431875771194771e-02,7.214038449188066027e-01,-2.227272718591965983e+01,1.116478809009884055e+00,1.261146116084161717e+00,1.902018960147084492e+00
2.467100751835488992e-01,1.065221479736049304e+00,-2.382498876485583394e-01,-6.106957848438128167e+00,1.800561540922049675e+00,1.983846372031259575e+00,1.245120544642295490e+00
-5.908429033116333606e-01,5.865572034426747017e-01,-4.526001856548521052e-01,1.487857457470949640e+01,1.458712026821562757e+00,1.423514372184277343e+00,1.558979166462781230e+00
-1.260678325243314579e-01,7.219681515828190177e-01,-4.647658656072821692e-01,1.043725634113293488e+01,7.374195189306521625e-01,1.220098883143460045e+00,1.558990586756127561e+00
3.156622753214285981e-01,-2.792092465222276720e-01,5.691824155816211928e-01,-2.030135508813552647e+01,1.203349034839584109e+00,1.231320141584258288e+00,1.210715830043157082e+00
9.973966632099220408e-01,4.596825049355572901e-01,3.881049360028185347e-01,-6.544314265049855806e+00,9.845376464442798792e-01,1.211436370367167781e+00,1.267155612007303978e+00
7.041783154104397369e-01,-5.068576597169219822e-01,4.000213024586943278e-01,-9.956697826830362530e+00,9.569981211882484518e-01,1.145548391814278810e+00,1.693878323418154919e+00
2.317485311525206981e-01,5.901909139370006274e-01,-2.899394318447328089e-01,-1.244388392537795651e+00,1.631961415402005455e+00,1.413070561181038576e+00,1.090764227034244582e+00
6.431455861929287199e-01,5.549341668460251453e-01,6.171913351437060408e-02,-1.125605307684009837e+01,1.449428095644378800e+00,1.404186084363446385e+00,1.142883721030129474e+00
-3.070514295895813706e-01,9.953872611012096749e-01,-1.506220629415510881e-01,-8.105522144868386292e+00,1.404250820999263683e+00,1.674129443290115260e+00,1.222174663320599652e+00
2.654734262001793854e-01,-1.203001787729299638e-01,-3.246719709782006080e-01,3.742849012856802204e+01,1.258524406353487057e+00,6.304049187243128127e-01,1.320101987747230865e+00
-2.343274011117219835e-01,6.051827100918564240e-01,-1.782455085735031378e-02,1.453610925192989178e+01,1.200540504494022942e+00,9.634854810661098723e-01,1.802699003266865718e+00
-2.366660687603316104e-01,5.629211328925265434e-01,-1.544994286678095241e-01,6.578764404400939902e+00,1.300377844505872904e+00,9.653657195592927343e-01,9.009351944388654942e-01
6.150953507203946735e-01,4.503228667244059125e-01,-6.398692333009236011e-01,3.466611533382027321e+00,1.152829139205080233e+00,8.616185031671309558e-01,4.107020539975660967e-01
4.299417045295528816e-01,5.510825452430464511e-01,-1.640270420182849964e-01,2.907753363446094141e+00,8.947535133709675348e-01,1.414314346131097855e+00,1.561775363276174389e+00
